72611,254228,0
58797,191551,0
13949,216560,0
44272,216560,0
44272,13949,0
200919,216560,0
200919,13949,0
200919,44272,0
234262,216560,0
234262,13949,0
234262,44272,0
234262,200919,0
92991,216560,0
58797,271467,0
92991,13949,0
92991,200919,0
92991,234262,0
229243,216560,0
229243,13949,0
229243,44272,0
229243,200919,0
229243,234262,0
229243,92991,0
208320,191716,0
215320,191716,0
215320,208320,0
138582,191716,0
92991,44272,0
58797,197509,0
58797,213239,0
191551,271467,0
305367,224313,0
1801,18154,0
129908,18154,0
129908,1801,0
29110,18154,0
29110,1801,0
29110,129908,0
137047,18154,0
137047,1801,0
137047,29110,0
170381,18154,0
170381,1801,0
170381,129908,0
170381,29110,0
170381,137047,0
95489,188155,0
208320,191716,0
215320,191716,0
215320,208320,0
222842,191716,0
222842,208320,0
222842,215320,0
197509,213239,0
271467,213239,0
271467,197509,0
191551,213239,0
191551,197509,0
138582,208320,0
138582,215320,0
137047,129908,0
215320,191716,0
208320,191716,0
215320,191716,0
215320,208320,0
12391,171350,0
123705,171350,0
123705,12391,0
104926,171350,0
104926,12391,0
104926,123705,0
13743,171350,0
13743,12391,0
13743,123705,0
13743,104926,0
80447,24971,0
269923,24971,0
269923,80447,0
148452,24971,0
148452,80447,0
148452,269923,0
254228,24971,0
254228,80447,0
254228,148452,0
72611,24971,0
72611,80447,0
72611,269923,0
72611,148452,0
208320,191716,0
293388,236884,0
293388,261311,0
254228,269923,0
293388,269119,0
215320,208320,0
293388,124254,0
157354,191716,0
157354,208320,0
208320,191716,0
215320,191716,0
215320,208320,0
83028,191716,0
83028,208320,0
83028,215320,0
232000,214312,0
269119,214312,0
269119,232000,0
157354,215320,0
124254,232000,0
124254,214312,0
236884,261311,0
236884,124254,0
236884,269119,0
236884,232000,0
293388,232000,0
293388,214312,0
261311,124254,0
261311,269119,0
261311,232000,0
261311,214312,0
124254,269119,0
236884,214312,0
255587,32185,803
74241,220426,803
190857,248385,803
190857,293581,803
190857,289671,803
248385,293581,803
248385,289671,803
293581,289671,803
74241,83398,803
18883,32185,803
83398,191527,803
74241,262338,803
74241,306840,803
74241,70269,803
83398,220426,803
83398,262338,803
83398,306840,803
83398,70269,803
220426,191527,803
255587,18883,803
220426,262338,803
220426,306840,803
74241,191527,803
126131,32185,803
22935,25750,803
126131,255587,803
144831,268900,803
220426,70269,803
144831,207455,803
268900,207455,803
250753,16910,803
250753,142076,803
250753,149129,803
16910,142076,803
16910,149129,803
142076,149129,803
126131,18883,803
22935,25750,803
22935,89955,803
25750,164024,803
25750,22935,803
25750,89955,803
164024,22935,803
164024,25750,803
164024,89955,803
22935,25750,803
22935,89955,803
25750,89955,803
22935,164024,803
191527,262338,803
231687,279299,803
191527,70269,803
3489,33845,803
231687,152495,803
231687,126258,803
231687,284636,803
231687,286753,803
231687,33845,803
279299,152495,803
279299,126258,803
279299,284636,803
279299,286753,803
3489,286753,803
279299,33845,803
152495,284636,803
152495,33845,803
126258,284636,803
126258,286753,803
126258,33845,803
284636,286753,803
284636,33845,803
286753,33845,803
10636,215271,803
245278,207455,803
152495,126258,803
191527,306840,803
3489,284636,803
3489,152495,803
262338,306840,803
262338,70269,803
306840,70269,803
139045,208065,803
139045,3489,803
139045,231687,803
139045,279299,803
139045,152495,803
139045,126258,803
139045,284636,803
3489,126258,803
139045,286753,803
208065,3489,803
208065,231687,803
208065,279299,803
208065,152495,803
208065,126258,803
208065,284636,803
208065,286753,803
208065,33845,803
3489,231687,803
3489,279299,803
139045,33845,803
245278,268900,803
152495,286753,803
140982,207455,803
262476,140982,803
262476,245278,803
262476,144831,803
262476,268900,803
262476,207455,803
173208,140982,803
173208,245278,803
173208,144831,803
173208,268900,803
173208,207455,803
262476,173208,803
140982,245278,803
140982,268900,803
140982,207455,803
245278,144831,803
245278,268900,803
245278,207455,803
144831,268900,803
144831,207455,803
268900,207455,803
71075,289714,803
71075,166544,803
140982,144831,803
289714,166544,803
19932,207455,803
19932,144831,803
245278,144831,803
9475,266484,803
9475,65494,803
9475,254440,803
9475,50612,803
266484,65494,803
266484,254440,803
266484,50612,803
65494,254440,803
65494,50612,803
19932,268900,803
254440,50612,803
10599,262476,803
10599,140982,803
10599,245278,803
10599,144831,803
10599,268900,803
10599,207455,803
19932,262476,803
19932,173208,803
19932,140982,803
19932,245278,803
10599,19932,803
227195,38206,803
10599,173208,803
227195,38206,803
69877,207455,803
19932,262476,803
19932,173208,803
19932,140982,803
19932,245278,803
19932,144831,803
19932,268900,803
19932,207455,803
262476,173208,803
262476,140982,803
69877,268900,803
262476,245278,803
262476,268900,803
173208,140982,803
173208,245278,803
173208,144831,803
173208,268900,803
173208,207455,803
140982,245278,803
140982,144831,803
227195,299042,803
140982,268900,803
262476,144831,803
69877,144831,803
262476,207455,803
69877,140982,803
38206,299042,803
227195,215090,803
69877,245278,803
38206,215090,803
299042,38206,803
299042,215090,803
38206,215090,803
230420,178754,803
182243,178754,803
250389,115572,803
250389,285105,803
230420,182243,803
115572,285105,803
69877,262476,803
250389,242985,803
270077,132691,803
93295,132691,803
141950,51735,803
93295,270077,803
285105,242985,803
115572,242985,803
69877,173208,803
69877,19932,803
242089,303780,804
303780,188277,804
45963,303780,804
242089,188277,804
252944,233097,804
45963,188277,804
110662,303780,804
110662,188277,804
110662,45963,804
110662,242089,804
252944,42680,804
42680,188277,804
42680,303780,804
42680,45963,804
242089,45963,804
252944,110662,804
233097,61800,804
252944,45963,804
42680,188277,804
42680,61800,804
42680,242089,804
42680,247616,804
